Shipment,Principal Code ,Principal Name,Product Category,Sales Order No,Delivery Order No,Sales Invoice No,PO Number,Required Delivery Date (RDD),Customer Code,Customer Name,Customer Address,SKU Code,SKU Description,SLED,Batch code,Quantity,UOM,Volume (CBM),Weight (KG)
,PCC-000137,SC Johnson,NON FOOD,58583438,58583438,IN00432658,3868285,8 07 2018,95770,ROBINSONS SUPERMARKET CORP.,RS RP METROEAST,300964,Gld Sld Fresh Berries 170g/12 MY,,,2,CASE,0.04,10.7
,PCC-000137,SC Johnson,NON FOOD,58583410,58583410,IN00432612,3867924,8 07 2018,95752,ROBINSONS SUPERMARKET CORP.,RS RP GALLERIA,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,5,CASE,0.3,100.1
,PCC-000137,SC Johnson,NON FOOD,58583426,58583426,IN00432663,3867926,8 07 2018,95753,ROBINSONS SUPERMARKET CORP.,RS RP ERMITA,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,13,CASE,2.029,676.6
,PCC-000137,SC Johnson,NON FOOD,58583424,58583424,IN00432665,3867929,8 07 2018,95754,ROBINSONS SUPERMARKET CORP.,RS TUTUBAN CENTERMALL,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583409,58583409,IN00432613,3867936,8 07 2018,95756,ROBINSONS SUPERMARKET CORP.,RS STARMALL ALABANG,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,4,CASE,0.192,64.1
,PCC-000137,SC Johnson,NON FOOD,58583412,58583412,IN00432610,3867948,8 07 2018,95762,ROBINSONS SUPERMARKET CORP.,RS CITI SQUARE MALABON,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,7,CASE,0.588,196.2
,PCC-000137,SC Johnson,NON FOOD,58583438,58583438,IN00432658,3868285,8 07 2018,95770,ROBINSONS SUPERMARKET CORP.,RS RP METROEAST,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,3,CASE,0.108,36
,PCC-000137,SC Johnson,NON FOOD,58583622,58583622,IN00432607,3868287,8 07 2018,95775,ROBINSONS SUPERMARKET CORP.,RS RP CAINTA,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583620,58583620,IN00432545,3868290,8 07 2018,95785,ROBINSONS SUPERMARKET CORP.,RS RP PIONEER,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,5,CASE,0.3,100.1
,PCC-000137,SC Johnson,NON FOOD,58583422,58583422,IN00432667,3867981,8 07 2018,95790,ROBINSONS SUPERMARKET CORP.,RS VICTORY MALL CALOOCAN,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583493,58583493,IN00432566,3867963,8 07 2018,95793,ROBINSONS SUPERMARKET CORP.,RS BF PARANAQUE,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583421,58583421,IN00432668,3867992,8 07 2018,95794,ROBINSONS SUPERMARKET CORP.,RS MONTALBAN TOWNCENTER,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,6,CASE,0.432,144.1
,PCC-000137,SC Johnson,NON FOOD,58582082,58582082,IN00432629,3867995,8 07 2018,95802,ROBINSONS SUPERMARKET CORP.,RS CALIFORNIA MANDALUYONG,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583420,58583420,IN00432669,3868024,8 07 2018,123925,ROBINSONS SUPERMARKET CORP.,RS RP MAGNOLIA,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583500,58583500,IN00432561,3868010,8 07 2018,124999,ROBINSONS SUPERMARKET CORP.,RS EASTWOOD TECHNOPLAZA II,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583425,58583425,IN00432664,3868040,8 07 2018,142984,ROBINSONS SUPERMARKET CORP.,RS TOWN MALL MALABON,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58586653,58586653,IN00432591,3872291,8 07 2018,149302,ROBINSONS EASY MART,RE LAGRO FAIRVIEW,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,1,CASE,0.012,4
,PCC-000137,SC Johnson,NON FOOD,58586659,58586659,IN00432588,3872288,8 07 2018,152834,ROBINSONS EASY MART,RE AGUIRRE BF,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,1,CASE,0.012,4
,PCC-000137,SC Johnson,NON FOOD,58583501,58583501,IN00432560,3868068,8 07 2018,158129,ROBINSONS SUPERMARKET CORP.,RS TOWNVILLE REGALADO,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,3,CASE,0.108,36
,PCC-000137,SC Johnson,NON FOOD,58586656,58586656,IN00432590,3872292,8 07 2018,158455,ROBINSONS EASY MART,RE ANTIPOLO,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,1,CASE,0.012,4
,PCC-000137,SC Johnson,NON FOOD,58586658,58586658,IN00432589,3872296,8 07 2018,160072,ROBINSONS EASY MART,RE LOYOLA,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,1,CASE,0.012,4
,PCC-000137,SC Johnson,NON FOOD,58586662,58586662,IN00432585,3872297,8 07 2018,162287,ROBINSONS EASY MART,RE FILINVEST BATASAN HILLS,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,1,CASE,0.012,4
,PCC-000137,SC Johnson,NON FOOD,58586661,58586661,IN00432586,3872298,8 07 2018,167998,ROBINSONS EASY MART,RE E. RODRIGUEZ SR.,616703,Bgn Arsl Prtctr MIK  300ml/12 PH,,,1,CASE,0.012,4
,PCC-000137,SC Johnson,NON FOOD,58583426,58583426,IN00432663,3867926,8 07 2018,95753,ROBINSONS SUPERMARKET CORP.,RS RP ERMITA,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58582082,58582082,IN00432629,3867995,8 07 2018,95802,ROBINSONS SUPERMARKET CORP.,RS CALIFORNIA MANDALUYONG,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583423,58583423,IN00432666,3868000,8 07 2018,114326,ROBINSONS SUPERMARKET CORP.,RS LUCKY GOLD PLAZA ORTIGAS,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583416,58583416,IN00432608,3868020,8 07 2018,122928,ROBINSONS SUPERMARKET CORP.,RS MERCEDES PASIG,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583425,58583425,IN00432664,3868040,8 07 2018,142984,ROBINSONS SUPERMARKET CORP.,RS TOWN MALL MALABON,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583427,58583427,IN00432662,3868031,8 07 2018,146004,ROBINSONS SUPERMARKET CORP.,RS BEE HIVE MALL VALENZUELA,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583494,58583494,IN00432565,3868060,8 07 2018,147364,ROBINSONS SUPERMARKET CORP.,RS FEDERAL BAY GARDEN PASAY,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58586612,58586612,IN00432596,3868228,8 07 2018,147905,ROBINSONS SUPERMARKET CORP.,RS RP ANTIPOLO,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583501,58583501,IN00432560,3868068,8 07 2018,158129,ROBINSONS SUPERMARKET CORP.,RS TOWNVILLE REGALADO,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583495,58583495,IN00432564,3868088,8 07 2018,158591,ROBINSONS SUPERMARKET CORP.,RS ACACIA ESCALADES,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58582083,58582083,IN00432628,3868100,8 07 2018,162718,ROBINSONS SUPERMARKET CORP.,RS STA. ANA,619944,Gld 3in1 Floral Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583418,58583418,IN00432639,3867976,8 07 2018,95786,ROBINSONS SUPERMARKET CORP.,RS VICTORIA TOWER TIMOG,621327,Pledge Metal Polish 150ml/24 PH,,,1,CASE,0.009,4.8
,PCC-000137,SC Johnson,NON FOOD,58583416,58583416,IN00432608,3868020,8 07 2018,122928,ROBINSONS SUPERMARKET CORP.,RS MERCEDES PASIG,621327,Pledge Metal Polish 150ml/24 PH,,,1,CASE,0.009,4.8
,PCC-000137,SC Johnson,NON FOOD,58582079,58582079,IN00432630,3868015,8 07 2018,132685,ROBINSONS SUPERMARKET CORP.,RS Z SQUARE BANAWE,621327,Pledge Metal Polish 150ml/24 PH,,,1,CASE,0.009,4.8
,PCC-000137,SC Johnson,NON FOOD,58583421,58583421,IN00432668,3867992,8 07 2018,95794,ROBINSONS SUPERMARKET CORP.,RS MONTALBAN TOWNCENTER,621443,Gld 3in1 Clean & Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583416,58583416,IN00432608,3868020,8 07 2018,122928,ROBINSONS SUPERMARKET CORP.,RS MERCEDES PASIG,621443,Gld 3in1 Clean & Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583427,58583427,IN00432662,3868031,8 07 2018,146004,ROBINSONS SUPERMARKET CORP.,RS BEE HIVE MALL VALENZUELA,621443,Gld 3in1 Clean & Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583495,58583495,IN00432564,3868088,8 07 2018,158591,ROBINSONS SUPERMARKET CORP.,RS ACACIA ESCALADES,621443,Gld 3in1 Clean & Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58583498,58583498,IN00432563,3868094,8 07 2018,161955,ROBINSONS SUPERMARKET CORP.,RS SOUTH PARK ALABANG,621443,Gld 3in1 Clean & Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58582083,58582083,IN00432628,3868100,8 07 2018,162718,ROBINSONS SUPERMARKET CORP.,RS STA. ANA,621443,Gld 3in1 Clean & Fresh 300ml/12 PH,,,1,CASE,0.009,4.1
,PCC-000137,SC Johnson,NON FOOD,58582101,58582101,IN00432619,3865372,8 07 2018,95753,ROBINSONS SUPERMARKET CORP.,RS RP ERMITA,621750,OFF CLEAN FEEL LTN 100ML,,,1,CASE,0.014,5.8
,PCC-000137,SC Johnson,NON FOOD,58582087,58582087,IN00432627,3865415,8 07 2018,95769,ROBINSONS SUPERMARKET CORP.,RS RP NOVALICHES,621750,OFF CLEAN FEEL LTN 100ML,,,1,CASE,0.014,5.8
,PCC-000137,SC Johnson,NON FOOD,58582088,58582088,IN00432626,3865421,8 07 2018,95785,ROBINSONS SUPERMARKET CORP.,RS RP PIONEER,621750,OFF CLEAN FEEL LTN 100ML,,,1,CASE,0.014,5.8
,PCC-000137,SC Johnson,NON FOOD,58583620,58583620,IN00432545,3868290,8 07 2018,95785,ROBINSONS SUPERMARKET CORP.,RS RP PIONEER,626760,GLADE CLEAN AIR COOL BREEZE 24 X 175 ML,,,2,CASE,0.052,22
,PCC-000137,SC Johnson,NON FOOD,58583501,58583501,IN00432560,3868068,8 07 2018,158129,ROBINSONS SUPERMARKET CORP.,RS TOWNVILLE REGALADO,626760,GLADE CLEAN AIR COOL BREEZE 24 X 175 ML,,,2,CASE,0.052,22
,PCC-000137,SC Johnson,NON FOOD,58586658,58586658,IN00432589,3872296,8 07 2018,160072,ROBINSONS EASY MART,RE LOYOLA,626762,Glade Clean Air Floral 175ml/24 BRI,,,1,CASE,0.013,5.5
,PCC-000137,SC Johnson,NON FOOD,58586660,58586660,IN00432578,3872295,8 07 2018,161465,ROBINSONS EASY MART,RE THE EMERALD COURT PROJECT,626762,Glade Clean Air Floral 175ml/24 BRI,,,1,CASE,0.013,5.5
,PCC-000137,SC Johnson,NON FOOD,58583424,58583424,IN00432665,3867929,8 07 2018,95754,ROBINSONS SUPERMARKET CORP.,RS TUTUBAN CENTERMALL,629070,Gld Car Gel Fresh Lemon Rfl 60g/48 PH,,,1,CASE,0.027,3.5
,PCC-000137,SC Johnson,NON FOOD,58583498,58583498,IN00432563,3868094,8 07 2018,161955,ROBINSONS SUPERMARKET CORP.,RS SOUTH PARK ALABANG,629072,Gld Car Gel Fresh Apple Rfl 60g/48 PH,,,1,CASE,0.027,3.5
,PCC-000137,SC Johnson,NON FOOD,58583410,58583410,IN00432612,3867924,8 07 2018,95752,ROBINSONS SUPERMARKET CORP.,RS RP GALLERIA,634136,Bygn Fly Paper 200un PH,,,2,CASE,0.032,12.8
,PCC-000137,SC Johnson,NON FOOD,58583426,58583426,IN00432663,3867926,8 07 2018,95753,ROBINSONS SUPERMARKET CORP.,RS RP ERMITA,634136,Bygn Fly Paper 200un PH,,,2,CASE,0.032,12.8
,PCC-000137,SC Johnson,NON FOOD,58586653,58586653,IN00432591,3872291,8 07 2018,149302,ROBINSONS EASY MART,RE LAGRO FAIRVIEW,634136,Bygn Fly Paper 200un PH,,,1,CASE,0.008,3.2
,PCC-000137,SC Johnson,NON FOOD,58586658,58586658,IN00432589,3872296,8 07 2018,160072,ROBINSONS EASY MART,RE LOYOLA,634136,Bygn Fly Paper 200un PH,,,1,CASE,0.008,3.2
,PCC-000137,SC Johnson,NON FOOD,58583426,58583426,IN00432663,3867926,8 07 2018,95753,ROBINSONS SUPERMARKET CORP.,RS RP ERMITA,634137,Bygn 24Hour Roach Killer 6un/24 PH,,,6,CASE,0.9,72.1
,PCC-000137,SC Johnson,NON FOOD,58583620,58583620,IN00432545,3868290,8 07 2018,95785,ROBINSONS SUPERMARKET CORP.,RS RP PIONEER,634137,Bygn 24Hour Roach Killer 6un/24 PH,,,3,CASE,0.225,18
,PCC-000137,SC Johnson,NON FOOD,58583500,58583500,IN00432561,3868010,8 07 2018,124999,ROBINSONS SUPERMARKET CORP.,RS EASTWOOD TECHNOPLAZA II,634137,Bygn 24Hour Roach Killer 6un/24 PH,,,2,CASE,0.1,8
,PCC-000137,SC Johnson,NON FOOD,58586616,58586616,IN00432595,3868045,8 07 2018,147922,ROBINSONS SUPERMARKET CORP.,RS 8 FORBES TOWN ROAD TAGUIG,634137,Bygn 24Hour Roach Killer 6un/24 PH,,,2,CASE,0.1,8
,PCC-000137,SC Johnson,NON FOOD,58583431,58583431,IN00432659,3867946,8 07 2018,95761,ROBINSONS SUPERMARKET CORP.,RS CIRCLE C CONGRESSIONAL,634149,Bygn Chalk Roach & Ant Killer 15g/60 PH,,,1,CASE,0.003,1.5
,PCC-000137,SC Johnson,NON FOOD,58583420,58583420,IN00432669,3868024,8 07 2018,123925,ROBINSONS SUPERMARKET CORP.,RS RP MAGNOLIA,634149,Bygn Chalk Roach & Ant Killer 15g/60 PH,,,2,CASE,0.012,6
,PCC-000137,SC Johnson,NON FOOD,58586661,58586661,IN00432586,3872298,8 07 2018,167998,ROBINSONS EASY MART,RE E. RODRIGUEZ SR.,634149,Bygn Chalk Roach & Ant Killer 15g/60 PH,,,1,CASE,0.003,1.5
,PCC-000137,SC Johnson,NON FOOD,58583424,58583424,IN00432665,3867929,8 07 2018,95754,ROBINSONS SUPERMARKET CORP.,RS TUTUBAN CENTERMALL,642137,Baygon MultiInsectKillerArsl 300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58582028,58582028,IN00432638,3825857,8 07 2018,95761,ROBINSONS SUPERMARKET CORP.,RS CIRCLE C CONGRESSIONAL,642137,Baygon MultiInsectKillerArsl 300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583412,58583412,IN00432610,3867948,8 07 2018,95762,ROBINSONS SUPERMARKET CORP.,RS CITI SQUARE MALABON,642137,Baygon MultiInsectKillerArsl 300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58582029,58582029,IN00432637,3825865,8 07 2018,95762,ROBINSONS SUPERMARKET CORP.,RS CITI SQUARE MALABON,642137,Baygon MultiInsectKillerArsl 300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583425,58583425,IN00432664,3868040,8 07 2018,142984,ROBINSONS SUPERMARKET CORP.,RS TOWN MALL MALABON,642137,Baygon MultiInsectKillerArsl 300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58586659,58586659,IN00432588,3872288,8 07 2018,152834,ROBINSONS EASY MART,RE AGUIRRE BF,642137,Baygon MultiInsectKillerArsl 300ml/12 PH,,,1,CASE,0.012,4
,PCC-000137,SC Johnson,NON FOOD,58586661,58586661,IN00432586,3872298,8 07 2018,167998,ROBINSONS EASY MART,RE E. RODRIGUEZ SR.,642137,Baygon MultiInsectKillerArsl 300ml/12 PH,,,1,CASE,0.012,4
,PCC-000137,SC Johnson,NON FOOD,58584192,58584192,IN00432601,3868108,8 07 2018,170523,ROBINSONS SUPERMARKET CORP.,RS CLOVERLEAF,642137,Baygon MultiInsectKillerArsl 300ml/12 PH,,,2,CASE,0.048,16
,PCC-000137,SC Johnson,NON FOOD,58583410,58583410,IN00432612,3867924,8 07 2018,95752,ROBINSONS SUPERMARKET CORP.,RS RP GALLERIA,642138,Baygon MultiInsectKillerArsl 500ml/12 PH,,,2,CASE,0.068,24
,PCC-000137,SC Johnson,NON FOOD,58583426,58583426,IN00432663,3867926,8 07 2018,95753,ROBINSONS SUPERMARKET CORP.,RS RP ERMITA,642138,Baygon MultiInsectKillerArsl 500ml/12 PH,,,4,CASE,0.272,96.1
,PCC-000137,SC Johnson,NON FOOD,58583622,58583622,IN00432607,3868287,8 07 2018,95775,ROBINSONS SUPERMARKET CORP.,RS RP CAINTA,642138,Baygon MultiInsectKillerArsl 500ml/12 PH,,,2,CASE,0.068,24
,PCC-000137,SC Johnson,NON FOOD,58583493,58583493,IN00432566,3867963,8 07 2018,95793,ROBINSONS SUPERMARKET CORP.,RS BF PARANAQUE,642138,Baygon MultiInsectKillerArsl 500ml/12 PH,,,2,CASE,0.068,24
,PCC-000137,SC Johnson,NON FOOD,58583421,58583421,IN00432668,3867992,8 07 2018,95794,ROBINSONS SUPERMARKET CORP.,RS MONTALBAN TOWNCENTER,642138,Baygon MultiInsectKillerArsl 500ml/12 PH,,,2,CASE,0.068,24
,PCC-000137,SC Johnson,NON FOOD,58586658,58586658,IN00432589,3872296,8 07 2018,160072,ROBINSONS EASY MART,RE LOYOLA,642138,Baygon MultiInsectKillerArsl 500ml/12 PH,,,1,CASE,0.017,6
,PCC-000137,SC Johnson,NON FOOD,58583446,58583446,IN00432654,3868913,8 07 2018,95752,ROBINSONS SUPERMARKET CORP.,RS RP GALLERIA,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,2,CASE,0.016,6.4
,PCC-000137,SC Johnson,NON FOOD,58583410,58583410,IN00432612,3867924,8 07 2018,95752,ROBINSONS SUPERMARKET CORP.,RS RP GALLERIA,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,3,CASE,0.036,14.4
,PCC-000137,SC Johnson,NON FOOD,58583449,58583449,IN00432651,3868920,8 07 2018,95753,ROBINSONS SUPERMARKET CORP.,RS RP ERMITA,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,2,CASE,0.016,6.4
,PCC-000137,SC Johnson,NON FOOD,58583620,58583620,IN00432545,3868290,8 07 2018,95785,ROBINSONS SUPERMARKET CORP.,RS RP PIONEER,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,2,CASE,0.016,6.4
,PCC-000137,SC Johnson,NON FOOD,58583445,58583445,IN00432655,3868986,8 07 2018,95794,ROBINSONS SUPERMARKET CORP.,RS MONTALBAN TOWNCENTER,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,2,CASE,0.016,6.4
,PCC-000137,SC Johnson,NON FOOD,58583421,58583421,IN00432668,3867992,8 07 2018,95794,ROBINSONS SUPERMARKET CORP.,RS MONTALBAN TOWNCENTER,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,2,CASE,0.016,6.4
,PCC-000137,SC Johnson,NON FOOD,58583443,58583443,IN00432656,3869023,8 07 2018,123925,ROBINSONS SUPERMARKET CORP.,RS RP MAGNOLIA,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,2,CASE,0.016,6.4
,PCC-000137,SC Johnson,NON FOOD,58583420,58583420,IN00432669,3868024,8 07 2018,123925,ROBINSONS SUPERMARKET CORP.,RS RP MAGNOLIA,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,6,CASE,0.144,57.6
,PCC-000137,SC Johnson,NON FOOD,58583490,58583490,IN00432568,3869007,8 07 2018,124999,ROBINSONS SUPERMARKET CORP.,RS EASTWOOD TECHNOPLAZA II,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,2,CASE,0.016,6.4
,PCC-000137,SC Johnson,NON FOOD,58586612,58586612,IN00432596,3868228,8 07 2018,147905,ROBINSONS SUPERMARKET CORP.,RS RP ANTIPOLO,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,3,CASE,0.036,14.4
,PCC-000137,SC Johnson,NON FOOD,58586604,58586604,IN00432597,3869150,8 07 2018,147905,ROBINSONS SUPERMARKET CORP.,RS RP ANTIPOLO,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,2,CASE,0.016,6.4
,PCC-000137,SC Johnson,NON FOOD,58586616,58586616,IN00432595,3868045,8 07 2018,147922,ROBINSONS SUPERMARKET CORP.,RS 8 FORBES TOWN ROAD TAGUIG,642271,Gld AtmtcSpray OceanEsc RF 175g/6 MC/TH/ID,,,3,CASE,0.036,14.4
,PCC-000137,SC Johnson,NON FOOD,58583412,58583412,IN00432610,3867948,8 07 2018,95762,ROBINSONS SUPERMARKET CORP.,RS CITI SQUARE MALABON,642287,Gld Rfrsh Ar Cwc New 275g/6 TH/MY/IN,,,1,CASE,0.005,2.3
,PCC-000137,SC Johnson,NON FOOD,58583622,58583622,IN00432607,3868287,8 07 2018,95775,ROBINSONS SUPERMARKET CORP.,RS RP CAINTA,642287,Gld Rfrsh Ar Cwc New 275g/6 TH/MY/IN,,,1,CASE,0.005,2.3
